"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"1" 37.1581291356196 37.9635793522993 38.0768148409977 37.1634392096649 35.8552272595479 36.7983235097428 37.7998624583009 37.0683010428683 37.0908787879969 37.1406934637568 37.6882861628995 37.7249806788776 39.0595938254092 39.7445009353079 38.126459335152 38.5551690717069 38.9812212034295 41.4028854372564 42.4379663787997 41.0402608417771 41.3288338955573 42.2257738659392 41.821470745908 42.3229035900234 41.9511461683554 42.9643093577553 44.2791639049104 44.8727507038192 45.9584740943102 47.2525714520655 46.5233327186282 45.3004630342946 46.3122979220577 48.8520160763835 50.4016477763055 52.619747173032 52.9159602564302 53.4997497225253 54.990104826968 56.6813668160561 58.2505942720187 60.7380059088075 64.0502991005456 67.0087637092751 69.7523744777864 73.3874438168355 76.3424213522993 78.2254561582229 78.1678417817615 79.6704814060795 77.2934853920499 74.7838185198753 72.0501739127046 69.3744686827747 67.0368193382697 65.5771832751364 64.4419803975058 60.9678055128605 58.9804931441933 57.1497598363211 55.2577569469992 53.4796570880748 52.5046825409197 50.7581269758379 49.1261417965705 47.8958025222136 46.8339891699143 46.8676956383476 46.1917539345284 43.9027552618862 42.5184963164458 40.9803196632892 40.8908276001559 38.6685724411535 39.4700409142634 39.7773764193297 38.785964543258 40.5783429142634 39.7856765830086 39.4499478464536 37.9409963180047 36.3755887412315 35.4779864559626 35.1542165572876 34.5941695339049 34.0181815416991 33.4134720818394 34.4683131987529 34.7359657427903 35.8132194606391 36.6092058417771 35.8225179477786 36.0599505931411 35.9897166874513 35.3139444434918 34.9851873304754 35.0195601426345 34.86497695947 34.9078120880748 35.911512852689
"2" 26.6910906936867 27.6343159641465 29.7480685362432 29.6542494123149 28.6036714123149 28.4686091457521 29.2559943928293 28.3684948846454 28.4449980919719 28.5026119883087 27.7363210335152 28.6150052501949 27.9513478994544 27.8909006554949 27.940329213562 29.1489504660951 30.5036549228371 31.665056832424 32.5254793522993 32.319581441933 32.7005227895557 32.1413880802806 31.6955936383476 32.2833754645362 31.4796206118472 31.9326584925955 32.296598233827 33.1031869080281 33.2322683585347 33.3251402197973 32.5399607630553 31.75289216212 32.6586536718628 33.5738557739673 35.2178847638348 37.2330958830865 38.0828157840998 39.497337817615 39.7460511231489 40.6055313484022 41.0003253312549 43.1118736890101 46.5768675541699 49.1269728059236 50.3349644684334 51.306207817615 53.5647821543258 55.5415846032736 56.054439670304 56.4297130935308 57.2605418947779 54.1657859282931 51.6364613421668 49.4351869119252 46.2888002611068 45.0326382447389 44.7858104988309 43.8479428971161 42.5124442353858 41.0421978199532 39.9141720179267 38.4225159734996 36.9233084286828 35.9413599010133 34.7009370491037 33.2618606399065 33.0717042915043 32.3630285136399 32.7641165666407 32.0617379493375 30.8471335331255 30.3134988823071 30.0943813156664 28.6458577817615 29.767273035074 30.3232602439595 30.2215707544817 31.4368046048324 30.3796131714731 29.7981282634451 29.0245947240842 28.5306294247857 28.0272196227592 27.6277055720966 26.3558013561964 26.2591494341387 26.3775240038971 27.7904705346843 28.7119706508184 28.5350383289166 27.8779936204209 28.6704150389712 28.9609994785659 29.0214459547935 28.097112436477 27.5127912353858 27.2190591153546 27.0399228254092 26.7823918347623 26.6492208713952
"3" 28.6681030989867 28.09578287841 27.6938854247857 28.0636397427903 27.7544713265783 28.7351633749026 29.3835624871395 28.6496044411535 27.8749475331255 27.4832239953235 28.4474996071707 28.8820020171473 28.8771436180826 28.6556142120031 28.5286616656274 29.2216917848792 29.3599769088075 30.1427274302416 29.7193265970382 29.9829411940764 30.3517693289166 30.2416991262666 30.2352254045207 30.3210146461419 30.7187484551832 31.7336664068589 31.1934873795791 31.2723392883866 32.2948890288387 33.0508155502728 32.9456010919719 32.5298281753702 33.0593700568979 33.377094147311 33.3840334138737 34.7985362073266 34.8380783312549 35.6703144403741 36.5062502844895 37.3068068448948 38.1536116726422 39.6596854902572 41.1172024099766 42.1309609360873 44.1894680709275 46.3004674855807 48.1136282525331 49.9790533265783 51.5059355346843 53.0938685674201 52.0431080857366 49.9760424606391 47.7554363741231 46.9125624801247 45.3727288371005 43.8405245759938 42.925735771629 40.7867556664069 39.2964030763835 38.0900209384256 36.2523501441933 36.3108528978956 35.5724981231489 35.2600928994544 33.8971565206547 33.7251136305534 33.7033779625877 32.7217577014809 31.8108995448168 30.6729610428683 30.76522604053 30.6005840654716 30.0222519516758 28.3205481699143 28.7076448893219 29.3664507778644 29.1974148745129 29.523001421668 28.4458812205768 29.1456158113796 29.1692018386594 28.71596916212 27.4476124871395 26.2666640880748 26.1977545549493 26.8375980631333 27.2339460506625 27.2272400155885 26.7039406835542 27.4353557599376 28.2493268636009 27.8182933865939 28.3568531309431 28.3496835058457 28.1149740709275 27.7239449758379 27.7944732447389 27.2233087490257 26.2097773920499 25.6929542073266
"4" 29.6976918285269 30.4372871800468 31.705668589244 31.5569042330475 30.969774786438 30.9165418947779 31.0230044076383 30.3371706173032 30.6331133078722 30.643866066251 30.240930685113 30.8522071628995 31.4789949875292 31.8459735666407 31.1049662837101 32.2240558254092 32.3410934099766 32.4769909696025 32.1932088597038 32.2584261597818 33.049315060795 33.1118881917381 32.7650027084957 33.3371527279813 32.9682347755261 33.9265709625877 35.8682742961808 37.0160956157443 36.3956543671083 36.0498260389712 36.2185081153546 35.1873723787997 35.9356085939205 38.3530398300857 40.5732396406859 41.3137163975058 41.2929180787217 41.9093081325019 42.228518664848 43.5335646110678 45.2041757014809 48.5556218222915 51.289977964926 53.3427259002338 55.713276771629 58.5403422447389 60.3286982003118 62.0906153600935 62.5645825050662 64.0323185253312 62.7651719103663 60.0955037622759 58.1915201301637 55.5560514988309 52.6792780319564 52.3748703593141 51.7015495253313 49.1760658332034 48.1021018261886 45.4472400498831 43.0086539049104 42.7342152377241 41.0433297607171 39.6947496289945 39.093165872954 38.3988694583009 36.8021125681995 36.2204487942323 36.4257918246298 35.0664597903352 33.7737530943102 32.5073079571317 32.1373365502728 31.0536767622759 31.2006777591582 32.7105369017927 31.9460904918161 33.4719904395947 32.9994313842557 32.0016131286048 31.2997372844895 30.694629609509 29.7548007630553 29.0714303257989 28.4278974349182 28.8144398690569 28.5264276204209 28.7093871309431 28.7016329711613 28.6099770093531 29.6703709127046 30.3239504505066 30.4233613312549 29.9682529431021 28.884240578332 27.5666821262666 27.260338731099 28.4485222525331 28.3882407583788 28.8844175409197
"5" 19.4625914801247 20.3941130950896 22.0677896414653 22.2639669922058 21.6582000124708 21.7720340467654 21.1848854668745 18.9083164232268 18.7303315596259 19.036406233827 18.615220548714 18.8696979033515 20.276554954014 20.509435664848 20.4309235339049 20.8421079571317 20.4023052829306 21.2754204528449 22.5048260132502 21.5137275705378 21.9609770475448 21.8948038698363 21.8899093561964 23.1701664894778 21.8787396001559 21.6913927786438 22.2369436196415 24.1063711636789 24.7684143242401 24.068390390491 22.9237757162899 22.2736475268901 24.2083948129384 26.8448721176929 27.6589433842557 29.305488745908 29.1817601886204 28.4133317404521 27.7339452821512 27.4161683141076 28.5729098090413 30.143072416212 32.7412478238504 34.7516388183944 36.1364740077942 36.5965964115355 38.9266772096648 41.6987956687451 41.2110122244739 41.7583737349961 42.2141322166797 40.0132052120031 36.1513681558846 34.2420447443492 33.6833025276695 33.47701875682 33.1229609867498 30.6838363733437 29.5133693476228 29.0110112821512 28.2286424699922 28.0638498441154 26.4960282587685 25.7291937778644 24.1849898963367 23.4142186118472 22.6511069875292 22.9477128971161 24.9948068791894 22.3308821605612 19.9149467435698 20.0745257388932 20.1520825300078 19.5470620140296 19.8067517349961 21.9021455113016 21.1304153226812 22.5449334598597 20.9259397092751 20.9142383982853 20.5027335533905 19.8773927872175 18.7107554614186 18.4813869805144 17.7142313967264 17.1724037365549 16.8170720335152 17.9669002182385 18.2061638347623 17.9616861114575 18.7195861426345 19.491741629774 19.8663284699922 20.1035712922837 19.1873683897116 18.2320165861263 18.0811600226033 18.2989329064692 18.7690568901013 20.4124110046765
"6" 27.1803477630553 28.1775592236945 29.088286558067 28.7964739228371 28.5972759454404 29.6336911021044 30.5412291379579 28.8839421738114 28.6212856882307 29.0593728090413 28.6514217194076 28.1417893289166 28.8381238908807 29.9578457739673 29.5650867326578 29.1201369883087 28.3872944115355 29.3325674505066 30.3047888815277 31.0432671917381 31.5791174637568 31.0273410592362 30.3099335681995 30.6235559961029 31.25324391894 31.2610877911146 32.7806742642245 33.0570520872954 31.2615766071707 31.5318302798129 31.7207371582229 31.537709847233 32.3180858160561 33.8928014091972 34.8145515978176 35.8164200950896 35.4756031590023 35.9117310600156 37.1907138051442 38.1450517731878 38.9536025954793 39.8459502197974 42.1331723858145 44.2851480140296 45.2269866515978 46.2144021091192 47.8812433024162 49.2437751231489 49.999402548714 49.4123446788776 48.5310248604832 47.1876025370226 45.4014374380359 43.5491166087295 42.5016747575994 42.5901252424006 42.3529516695246 40.5783024091972 38.7943437303196 37.3122420413094 35.9217741901793 34.9600885705378 33.3199515557288 33.7205548698363 33.4167343273578 33.1998973616524 31.9419859173811 31.9515411948558 32.7275045331255 31.3946222595479 29.9906791909587 29.7760463281372 29.9813687334373 29.4413554583009 29.6871047482463 30.2893541652377 30.0411527373344 30.8021727131723 29.9595642618862 29.0775071239283 29.2144698487919 28.9282904138737 27.3665612447389 27.3979214076383 27.4104145159782 27.2472358433359 26.2166997303196 26.4210424099766 26.9990342034295 27.4457020475448 28.4679063468433 27.9215215003897 28.263074618862 28.6396618316446 28.3098705463757 28.1780519696025 27.5939315720966 27.5196940740452 26.6846822034295 26.7403004785659
"7" 28.6132997537023 29.4482730163679 30.2131826570538 29.1366113070928 27.7707669127046 28.1905815307872 28.9086812424006 28.7842485198753 27.6506955245518 26.9997533710055 28.2269205494934 29.1872009407638 29.5791036492595 29.1214956858924 29.6703930709275 31.086244777085 31.4522737272019 31.4685553741231 31.5197225954793 31.1220062424006 30.9804194388153 31.0196672533125 31.1981736944661 31.907844045986 31.3287128916602 31.9846001753702 32.8160836695246 33.5147065549493 33.5411616087295 33.6929223593141 33.5356401387373 31.9171485440374 33.4568524660951 36.5516642673422 37.3308244123149 37.9445505650818 36.9906695183164 37.7038278487919 37.6070127100546 39.0676381722525 40.9489477194076 43.6181347575994 47.0234493429462 49.0701823039751 50.0127284832424 51.6012727264225 54.3216278152767 57.8106688503507 58.9038120428683 59.7259966383476 58.898868944661 55.9264535144193 53.851518725643 52.348156416212 49.9461531387373 48.0078576235386 46.5326945393609 44.078943624318 44.2199450335152 43.1680857778644 41.0222127942323 40.1843316632892 38.0582253406079 36.3996156157444 35.5373149025721 34.9738792205768 34.2211779633671 33.9243424458301 34.5188887685113 32.5044224294622 30.9222736726422 30.1576553881528 30.048920974279 29.0040398425565 28.7127297552611 29.660216390491 30.6719537170694 31.5447241995323 30.4480948316446 30.2707479914263 30.1387561753702 28.8958892883866 26.8087428589244 26.001388745908 26.4415515494934 27.0974378667186 26.6761694333593 26.5340034154326 27.132906858145 28.6903439789556 28.7522692813718 29.375011381138 29.4325776438036 28.8339652844895 26.8128139633671 26.6069773452845 27.2349540085737 27.6663961052221 26.9887059119252 27.7259937521434
"8" 24.4976215728761 26.2310456492595 28.3022168144973 28.3797682985191 27.0199335393609 26.2525803343726 26.5319890311769 24.9642998768511 25.1675208791894 25.338572690569 24.5721748877631 25.3395261208106 26.0657175611847 26.686278629774 26.2520366866719 27.8566592681216 27.6240009524552 27.6771576897896 28.5664970452065 28.1419305900234 28.6278291925175 28.4049823873733 27.6584840717069 28.2299758534684 28.4340149025721 29.2109065370226 30.1523119727202 30.7814585627436 30.6264886671863 30.5609285494934 30.0586735705378 29.4043125806703 30.3691591480904 31.7674304208885 33.3606080771629 35.0881712572097 34.8733676523772 35.5514423826968 36.3988027186282 37.8199701044427 39.3902493826968 40.5919796578332 43.1583157147311 45.5060295058457 46.6660570413094 48.2912606235386 50.8697282618862 53.3471970296181 54.8326981036633 57.1598306180826 56.9615201769291 54.6489672899454 50.9216562985191 47.7869606313328 45.7621328207327 44.9487108261886 44.0687787646142 42.4056838074825 40.1047196632892 38.8730008254092 37.9043390015588 37.1015499547935 35.383661167576 33.9122016024942 32.2402453000779 31.7971446336711 31.3304626110678 31.3025199758379 31.1434627505846 29.0015557498051 27.4664401831645 26.7084931652377 26.9670499423227 26.1375460646921 26.7466583304754 28.5197455346843 27.963381629774 29.1426222018706 28.8285940592362 28.6071107646142 27.8732884325799 26.5563875463757 25.1016903367108 24.4283811979735 24.4334235214341 24.2935830818394 23.3111554201091 24.4433749937646 25.1157276921278 25.040082360873 25.9141556734217 26.4097311691348 27.0131172852689 27.2471403967264 26.2787490958691 25.1180447116134 24.1486989586906 24.5100227996882 24.6848926687451 25.1124554785659
"9" 27.3390599516758 28.2446215066251 29.4126946562744 29.7813314746687 28.524913944661 28.0794137116134 29.2850084146532 28.2199785448168 28.1106340413094 27.9058023889322 27.3226768978956 27.7362553881528 28.6398583070928 28.8026867186282 29.2890683749026 29.8964165954793 29.337511401403 30.5678879017927 31.9997322112237 31.2690403304754 30.9601851784879 31.1178334318005 31.1452744325799 31.6345962525331 31.7045991036633 32.1764232322681 32.9842589010132 34.0709902985191 33.8219155214341 33.9648622174591 34.179353182385 33.6359897178488 34.7224392244739 36.975002173032 38.1891404996103 40.7060362346064 40.6151726352299 41.9621738565861 42.4125745159782 42.4047346734217 43.3469770537802 45.9272962517537 49.4789813671083 52.1203399275136 53.8054602727981 55.0970198215121 58.5753398098207 61.8911121995323 62.0574391940764 62.2016471247077 62.5135827950117 60.8365843452845 57.555952685113 54.7808873016368 51.9054342572097 50.8103013211224 50.0161864746687 47.1804938589244 45.4200516983632 43.753414832424 42.0789367622759 41.1736562899454 39.2681698308652 38.1908185978176 36.9974039493375 36.3201923187841 34.9519081683554 33.9973440428683 34.8022423452845 32.7102679142634 30.3332367334373 29.4548363639906 29.1983456469213 29.2117851987529 30.3644602774747 31.0868914068589 29.7981316695246 31.6826187817615 30.816398401403 29.8433554536243 29.3463306609509 28.1908570038971 27.0597457427903 26.6241837692907 26.3478123187841 26.3136519376461 25.7336038690569 26.6379038347623 27.0353837435698 27.5142055759938 27.988828401403 28.0617722307093 28.9445134957132 29.2543477817615 27.7004152424006 26.1576831293843 26.0259371184723 26.0599589563523 26.5187605744349 27.4223621137958
"10" 35.7995309056898 35.5937515518316 36.0369130888542 35.9729456087295 34.5763990537802 35.8785288908808 36.9078250155885 35.5476995767732 35.6134044458301 35.4503944512861 35.1055014403741 34.9016440670304 35.5898976219797 35.5935567194076 35.6642713561964 36.9816227989088 37.1590828074825 38.7259558511302 39.5945620818394 38.819211898675 38.9290427100546 39.9396464988309 40.2072793530787 41.8101815962588 40.9425455331255 41.7092185954793 42.4387052860483 43.3961341644583 43.8997948745129 45.2684005798909 44.543926745908 43.966075441933 45.8653263858145 47.6562841839439 49.0127478004677 50.4443654902572 50.6114156375682 52.4858005993765 53.6339862096648 53.9788860140296 55.3769693491816 57.245384568979 61.4997608222915 64.4327320226033 68.2011686882307 71.1559167279813 73.9852285268901 76.0966131379579 77.987959725643 78.4567484450507 76.5311058238504 75.7291719727202 72.0056317817615 68.2855625300078 65.7676190070148 63.117497664848 61.1186362049883 58.6596562922837 56.225338106781 54.0416969384256 51.7218342174591 50.6657504193297 48.4888529781761 47.5620629657054 46.5915317233048 45.2551091356196 44.4125205666407 43.6473860381917 42.9866875136399 41.0604661192518 40.0013044318005 39.1552464590803 38.4155468503507 37.7502237537023 38.2386677194076 38.6084221699143 38.2041783180047 39.2240329586906 39.3273071395168 38.655433101325 37.83923820265 37.5579296492595 36.145391832424 34.9729358160561 33.9806348090413 33.9534667950117 32.9771568082619 33.5555834146532 34.3380544606391 33.3760018417771 33.6688799469992 34.6274601192518 36.0583012010912 36.4247801543258 35.7575295939205 34.6089645643024 33.7673373515199 32.8796621239283 31.1351374021824 32.0268612236945
